userName,content,score,at,label_num,label,text_Clean,text_Normalization,text_StopWord,text_Tokenization,text_Stemmindo,text_String
Pengguna Google,"Brimo sudah meningkatkan kualitasnya dengan sangat baik. Tapi, update beberapa bulan belakangan ini cukup membuat saya kerepotan, yakni MENCEKAL adanya aplikasi aksesibilitas. Padahal, banyak aplikasi aksesibilitas yang membantu pengguna, misalnya Pengelola Password, Voice Access dll. Akan tetapi, saya harus bolak-balik mengaktifkan dan mematikan aplikasi-aplikasi itu untuk membuka Brimo. Mohon dipertimbangkan untuk mengembangkan sistem keamanan yang tidak perlu mencekal aksesibilitas.",3,2025-01-25 10:29:52,0,neutral,brimo sudah meningkatkan kualitasnya dengan sangat baik tapi update beberapa bulan belakangan ini cukup membuat saya kerepotan yakni mencekal adanya aplikasi aksesibilitas padahal banyak aplikasi aksesibilitas yang membantu pengguna misalnya pengelola password voice access dll akan tetapi saya harus bolak balik mengaktifkan dan mematikan aplikasi aplikasi itu untuk membuka brimo mohon dipertimbangkan untuk mengembangkan sistem keamanan yang tidak perlu mencekal aksesibilitas,brimo sudah meningkatkan kualitasnya dengan sangat baik tapi update beberapa bulan belakangan ini cukup membuat saya kerepotan yakni mencekal adanya aplikasi aksesibilitas padahal banyak aplikasi aksesibilitas yang membantu pengguna misalnya pengelola password voice access dll akan tetapi saya harus bolak balik mengaktifkan dan mematikan aplikasi aplikasi itu untuk membuka brimo mohon dipertimbangkan untuk mengembangkan sistem keamanan yang tidak perlu mencekal aksesibilitas,brimo meningkatkan kualitasnya update kerepotan mencekal aplikasi aksesibilitas aplikasi aksesibilitas membantu pengguna pengelola password voice access dll bolak mengaktifkan mematikan aplikasi aplikasi membuka brimo mohon dipertimbangkan mengembangkan sistem keamanan mencekal aksesibilitas,"['brimo', 'meningkatkan', 'kualitasnya', 'update', 'kerepotan', 'mencekal', 'aplikasi', 'aksesibilitas', 'aplikasi', 'aksesibilitas', 'membantu', 'pengguna', 'pengelola', 'password', 'voice', 'access', 'dll', 'bolak', 'mengaktifkan', 'mematikan', 'aplikasi', 'aplikasi', 'membuka', 'brimo', 'mohon', 'dipertimbangkan', 'mengembangkan', 'sistem', 'keamanan', 'mencekal', 'aksesibilitas']","['brimo', 'tingkat', 'kualitas', 'update', 'kerepot', 'cekal', 'aplikasi', 'aksesibilitas', 'aplikasi', 'aksesibilitas', 'bantu', 'guna', 'kelola', 'password', 'voice', 'access', 'dll', 'bolak', 'aktif', 'mati', 'aplikasi', 'aplikasi', 'buka', 'brimo', 'mohon', 'timbang', 'kembang', 'sistem', 'aman', 'cekal', 'aksesibilitas']",brimo tingkat kualitas update kerepot cekal aplikasi aksesibilitas aplikasi aksesibilitas bantu guna kelola password voice access bolak aktif mati aplikasi aplikasi buka brimo mohon timbang kembang sistem aman cekal aksesibilitas
Pengguna Google,Sudah tidak akses saat digunakan oleh tunanetra karena tidak bisa dibaca menggunakan TalkBack atau aplikasi pembaca layar,3,2025-01-25 10:27:52,0,neutral,sudah tidak akses saat digunakan oleh tunanetra karena tidak bisa dibaca menggunakan talkback atau aplikasi pembaca layar,sudah tidak akses saat digunakan oleh tunanetra karena tidak bisa dibaca menggunakan talkback atau aplikasi pembaca layar,akses tunanetra dibaca talkback aplikasi pembaca layar,"['akses', 'tunanetra', 'dibaca', 'talkback', 'aplikasi', 'pembaca', 'layar']","['akses', 'tunanetra', 'baca', 'talkback', 'aplikasi', 'baca', 'layar']",akses tunanetra baca talkback aplikasi baca layar
Pengguna Google,Sangat membantu,5,2025-01-25 10:25:46,1,positive,sangat membantu,sangat membantu,membantu,['membantu'],['bantu'],bantu
Pengguna Google,mempermudah transaksi,5,2025-01-25 10:21:44,1,positive,mempermudah transaksi,mempermudah transaksi,mempermudah transaksi,"['mempermudah', 'transaksi']","['mudah', 'transaksi']",mudah transaksi
Pengguna Google,Tidak bisa menghapus rekening favorit walaupun sudah di update,3,2025-01-25 10:18:35,0,neutral,tidak bisa menghapus rekening favorit walaupun sudah di update,tidak bisa menghapus rekening favorit walaupun sudah di update,menghapus rekening favorit update,"['menghapus', 'rekening', 'favorit', 'update']","['hapus', 'rekening', 'favorit', 'update']",hapus rekening favorit update
Pengguna Google,Mantul,5,2025-01-25 10:16:14,1,positive,mantul,mantul,mantul,['mantul'],['mantul'],mantul
Pengguna Google,"Brimo mengecewakan, daftarnya susah menyulitkan nasabah. Dana sering keluar padahal kita tdk melakukan transaksi",1,2025-01-25 10:14:26,-1,negative,brimo mengecewakan daftarnya susah menyulitkan nasabah dana sering keluar padahal kita tdk melakukan transaksi,brimo mengecewakan daftarnya susah menyulitkan nasabah dana sering keluar padahal kita tidak melakukan transaksi,brimo mengecewakan daftarnya susah menyulitkan nasabah dana transaksi,"['brimo', 'mengecewakan', 'daftarnya', 'susah', 'menyulitkan', 'nasabah', 'dana', 'transaksi']","['brimo', 'kecewa', 'daftar', 'susah', 'sulit', 'nasabah', 'dana', 'transaksi']",brimo kecewa daftar susah sulit nasabah dana transaksi
Pengguna Google,Cukup membantu,5,2025-01-25 10:14:07,1,positive,cukup membantu,cukup membantu,membantu,['membantu'],['bantu'],bantu
Pengguna Google,"ya, untuk penggunaan aplikasi brimonya sangat mudah dan simpel dipelajari dan dipraktekkan, saya tidak mengalami kendala dalam penggunaanya,koneksi Internet nya cukup lancar dan tdk terhambat.",5,2025-01-25 10:09:56,1,positive,ya untuk penggunaan aplikasi brimonya sangat mudah dan simpel dipelajari dan dipraktekkan saya tidak mengalami kendala dalam penggunaanya koneksi internet nya cukup lancar dan tdk terhambat,ya untuk penggunaan aplikasi brimonya sangat mudah dan simpel dipelajari dan dipraktekkan saya tidak mengalami kendala dalam penggunaanya koneksi internet ya cukup lancar dan tidak terhambat,ya penggunaan aplikasi brimonya mudah simpel dipelajari dipraktekkan mengalami kendala penggunaanya koneksi internet ya lancar terhambat,"['ya', 'penggunaan', 'aplikasi', 'brimonya', 'mudah', 'simpel', 'dipelajari', 'dipraktekkan', 'mengalami', 'kendala', 'penggunaanya', 'koneksi', 'internet', 'ya', 'lancar', 'terhambat']","['ya', 'guna', 'aplikasi', 'brimonya', 'mudah', 'simpel', 'ajar', 'praktek', 'alami', 'kendala', 'penggunaanya', 'koneksi', 'internet', 'ya', 'lancar', 'hambat']",guna aplikasi brimonya mudah simpel ajar praktek alami kendala penggunaanya koneksi internet lancar hambat
Pengguna Google,Aku suka prosesnya cepat banget..tanks,5,2025-01-25 10:05:39,1,positive,aku suka prosesnya cepat banget tanks,aku suka prosesnya cepat banget tanks,suka prosesnya cepat banget tanks,"['suka', 'prosesnya', 'cepat', 'banget', 'tanks']","['suka', 'proses', 'cepat', 'banget', 'tanks']",suka proses cepat banget tanks
Pengguna Google,"alhmdhllah brimo bgs dn lancar""saja cuman sering ada notipikasi uang ke luar ninal nya 4500...adakala nya 750 rupiah...itu gi mana tolong minta prnjelasan biar ada pengalaman utk publik...biar ga kaget...itu nilai nya kecil tp klo seting jd jumlah nya baanyak...",5,2025-01-25 10:03:23,1,positive,alhmdhllah brimo bgs dn lancar saja cuman sering ada notipikasi uang ke luar ninal nya 4500 adakala nya 750 rupiah itu gi mana tolong minta prnjelasan biar ada pengalaman utk publik biar ga kaget itu nilai nya kecil tp klo seting jd jumlah nya baanyak,alhmdhllah brimo bagus dan lancar saja cuman sering ada notipikasi uang ke luar ninal ya 4500 adakala ya 750 rupiah itu gi mana tolong meminta prnjelasan biar ada pengalaman untuk publik biar tidak kaget itu nilai ya kecil tapi kalau seting jadi jumlah ya baanyak,alhmdhllah brimo bagus lancar cuman notipikasi uang ninal ya 4500 adakala ya 750 rupiah gi tolong prnjelasan biar pengalaman publik biar kaget nilai ya seting ya baanyak,"['alhmdhllah', 'brimo', 'bagus', 'lancar', 'cuman', 'notipikasi', 'uang', 'ninal', 'ya', '4500', 'adakala', 'ya', '750', 'rupiah', 'gi', 'tolong', 'prnjelasan', 'biar', 'pengalaman', 'publik', 'biar', 'kaget', 'nilai', 'ya', 'seting', 'ya', 'baanyak']","['alhmdhllah', 'brimo', 'bagus', 'lancar', 'cuman', 'notipikasi', 'uang', 'nal', 'ya', '4500', 'adakala', 'ya', '750', 'rupiah', 'gi', 'tolong', 'prnjelasan', 'biar', 'alam', 'publik', 'biar', 'kaget', 'nilai', 'ya', 'ting', 'ya', 'baanyak']",alhmdhllah brimo bagus lancar cuman notipikasi uang 4500 adakala rupiah tolong prnjelasan biar alam publik biar kaget nilai ting baanyak
Pengguna Google,Sangat membantu,5,2025-01-25 10:02:43,1,positive,sangat membantu,sangat membantu,membantu,['membantu'],['bantu'],bantu
Pengguna Google,"Apk ribet!!!mau login gagal terus scan selalu gagal padahal jaringan bagus, sampai munyak saya nya",1,2025-01-25 09:58:05,-1,negative,apk ribet mau login gagal terus scan selalu gagal padahal jaringan bagus sampai munyak saya nya,apk ribet mau login gagal terus scan selalu gagal padahal jaringan bagus sampai munyak saya ya,apk ribet login gagal scan gagal jaringan bagus munyak ya,"['apk', 'ribet', 'login', 'gagal', 'scan', 'gagal', 'jaringan', 'bagus', 'munyak', 'ya']","['apk', 'ribet', 'login', 'gagal', 'scan', 'gagal', 'jaring', 'bagus', 'munyak', 'ya']",ribet login gagal scan gagal jaring bagus munyak
Pengguna Google,Sangat puas dengan aplikasi BRImo sekarang,5,2025-01-25 09:57:19,1,positive,sangat puas dengan aplikasi brimo sekarang,sangat puas dengan aplikasi brimo sekarang,puas aplikasi brimo,"['puas', 'aplikasi', 'brimo']","['puas', 'aplikasi', 'brimo']",puas aplikasi brimo
Pengguna Google,Transaksi lebih cepat,5,2025-01-25 09:51:35,1,positive,transaksi lebih cepat,transaksi lebih cepat,transaksi cepat,"['transaksi', 'cepat']","['transaksi', 'cepat']",transaksi cepat
Pengguna Google,Bagus menyenangkan,5,2025-01-25 09:49:44,1,positive,bagus menyenangkan,bagus menyenangkan,bagus menyenangkan,"['bagus', 'menyenangkan']","['bagus', 'senang']",bagus senang
Pengguna Google,baik,5,2025-01-25 09:48:36,1,positive,baik,baik,,[],[],
Pengguna Google,"Tolong inimah kan ada uang keluar dari Bromo untuk AGF (auto grab fund), kirim email pemberitahuan untuk setiap transaksi AGF atau lainnya supaya tau untuk transaksinya atau ada agf alasannya apa.. ini karna orang saya manalah tau ada potongan agf ini sampe 150rb.. yg ditaunya dia punya uang di rekening semisal 500rb ya udah uang ortuku tau segitu...",5,2025-01-25 09:48:21,1,positive,tolong inimah kan ada uang keluar dari bromo untuk agf auto grab fund kirim email pemberitahuan untuk setiap transaksi agf atau lainnya supaya tau untuk transaksinya atau ada agf alasannya apa ini karna orang saya manalah tau ada potongan agf ini sampe 150rb yg ditaunya dia punya uang di rekening semisal 500rb ya udah uang ortuku tau segitu,tolong inimah kan ada uang keluar dari bromo untuk agf auto grab fund kirim email pemberitahuan untuk setiap transaksi agf atau lainnya supaya tau untuk transaksinya atau ada agf alasannya apa ini karena orang saya manalah tau ada potongan agf ini sampai 150rb yang ditaunya dia punya uang di rekening semisal 500rb ya sudah uang ortuku tau segitu,tolong inimah uang bromo agf auto grab fund kirim email pemberitahuan transaksi agf tau transaksinya agf alasannya orang manalah tau potongan agf 150rb ditaunya uang rekening 500rb ya uang ortuku tau segitu,"['tolong', 'inimah', 'uang', 'bromo', 'agf', 'auto', 'grab', 'fund', 'kirim', 'email', 'pemberitahuan', 'transaksi', 'agf', 'tau', 'transaksinya', 'agf', 'alasannya', 'orang', 'manalah', 'tau', 'potongan', 'agf', '150rb', 'ditaunya', 'uang', 'rekening', '500rb', 'ya', 'uang', 'ortuku', 'tau', 'segitu']","['tolong', 'inimah', 'uang', 'bromo', 'agf', 'auto', 'grab', 'fund', 'kirim', 'email', 'pemberitahuan', 'transaksi', 'agf', 'tau', 'transaksi', 'agf', 'alas', 'orang', 'mana', 'tau', 'potong', 'agf', '150rb', 'tau', 'uang', 'rekening', '500rb', 'ya', 'uang', 'ortuku', 'tau', 'segitu']",tolong inimah uang bromo auto grab fund kirim email pemberitahuan transaksi transaksi alas orang mana potong 150rb uang rekening 500rb uang ortuku segitu
Pengguna Google,Terbaik Transaksi aman cepat,5,2025-01-25 09:41:54,1,positive,terbaik transaksi aman cepat,terbaik transaksi aman cepat,terbaik transaksi aman cepat,"['terbaik', 'transaksi', 'aman', 'cepat']","['baik', 'transaksi', 'aman', 'cepat']",baik transaksi aman cepat
Pengguna Google,Mantap cepat prima,5,2025-01-25 09:41:08,1,positive,mantap cepat prima,mantap cepat prima,mantap cepat prima,"['mantap', 'cepat', 'prima']","['mantap', 'cepat', 'prima']",mantap cepat prima
Pengguna Google,Sangat memudahkan,5,2025-01-25 09:37:52,1,positive,sangat memudahkan,sangat memudahkan,memudahkan,['memudahkan'],['mudah'],mudah
Pengguna Google,Cepat dan mudah,4,2025-01-25 09:34:32,1,positive,cepat dan mudah,cepat dan mudah,cepat mudah,"['cepat', 'mudah']","['cepat', 'mudah']",cepat mudah
Pengguna Google,Malas bug gk bisa login matikan aksesibilitas padhl udh mati tapi ttp aja gk bisa,1,2025-01-25 09:31:29,-1,negative,malas bug gk bisa login matikan aksesibilitas padhl udh mati tapi ttp aja gk bisa,malas bug tidak bisa login matikan aksesibilitas padahal sudah mati tapi tetap saja tidak bisa,malas bug login matikan aksesibilitas mati,"['malas', 'bug', 'login', 'matikan', 'aksesibilitas', 'mati']","['malas', 'bug', 'login', 'mati', 'aksesibilitas', 'mati']",malas login mati aksesibilitas mati
Pengguna Google,Cukup baik dan muda proses. sejak ada BRImo,1,2025-01-25 09:30:36,-1,negative,cukup baik dan muda proses sejak ada brimo,cukup baik dan muda proses sejak ada brimo,muda proses brimo,"['muda', 'proses', 'brimo']","['muda', 'proses', 'brimo']",muda proses brimo
Pengguna Google,Memuaskan,5,2025-01-25 09:29:54,1,positive,memuaskan,memuaskan,memuaskan,['memuaskan'],['muas'],muas
Pengguna Google,Semua lebih mudah,5,2025-01-25 09:27:18,1,positive,semua lebih mudah,semua lebih mudah,mudah,['mudah'],['mudah'],mudah
Pengguna Google,Sogoood,5,2025-01-25 09:19:43,1,positive,sogoood,sogoood,sogoood,['sogoood'],['sogoood'],sogoood
Pengguna Google,Good,5,2025-01-25 09:18:53,1,positive,good,good,good,['good'],['good'],good
Pengguna Google,"Fitur lengkap dan sangat bermanfaat dalam segala suasana bisa langsung di gunakan, tapi saldo berkurangan mungkin karna SMS notifikasi kayaknya",5,2025-01-25 09:17:07,1,positive,fitur lengkap dan sangat bermanfaat dalam segala suasana bisa langsung di gunakan tapi saldo berkurangan mungkin karna sms notifikasi kayaknya,fitur lengkap dan sangat bermanfaat dalam segala suasana bisa langsung di gunakan tapi saldo berkurangan mungkin karena sms notifikasi kayaknya,fitur lengkap bermanfaat suasana langsung saldo berkurangan sms notifikasi kayaknya,"['fitur', 'lengkap', 'bermanfaat', 'suasana', 'langsung', 'saldo', 'berkurangan', 'sms', 'notifikasi', 'kayaknya']","['fitur', 'lengkap', 'manfaat', 'suasana', 'langsung', 'saldo', 'rang', 'sms', 'notifikasi', 'kayak']",fitur lengkap manfaat suasana langsung saldo rang notifikasi kayak
Pengguna Google,Bagus sekali,5,2025-01-25 09:16:17,1,positive,bagus sekali,bagus sekali,bagus,['bagus'],['bagus'],bagus
Pengguna Google,mempermudah pekerjaan saya,5,2025-01-25 09:08:59,1,positive,mempermudah pekerjaan saya,mempermudah pekerjaan saya,mempermudah pekerjaan,"['mempermudah', 'pekerjaan']","['mudah', 'kerja']",mudah kerja
Pengguna Google,Mantaf nyooh,5,2025-01-25 09:00:34,1,positive,mantaf nyooh,mantaf nyooh,mantaf nyooh,"['mantaf', 'nyooh']","['mantaf', 'nyooh']",mantaf nyooh
Pengguna Google,Keren,5,2025-01-25 08:57:06,1,positive,keren,keren,keren,['keren'],['keren'],keren
Pengguna Google,Terimakasih bri,5,2025-01-25 08:56:49,1,positive,terimakasih bri,terimakasih bri,terimakasih bri,"['terimakasih', 'bri']","['terimakasih', 'bri']",terimakasih
Pengguna Google,Terbaik,5,2025-01-25 08:55:47,1,positive,terbaik,terbaik,terbaik,['terbaik'],['baik'],baik
Pengguna Google,Sangat membantu tp harus sering update kadang jarang bisa login,5,2025-01-25 08:51:09,1,positive,sangat membantu tp harus sering update kadang jarang bisa login,sangat membantu tapi harus sering update kadang jarang bisa login,membantu update kadang jarang login,"['membantu', 'update', 'kadang', 'jarang', 'login']","['bantu', 'update', 'kadang', 'jarang', 'login']",bantu update kadang jarang login
Pengguna Google,Cepat,5,2025-01-25 08:48:53,1,positive,cepat,cepat,cepat,['cepat'],['cepat'],cepat
Pengguna Google,"Mending pikir pikir lagi dah..tranfer minim 10k,sedengakn saldoku 16.500,masa adminnya lebih gede Cok ngotak sikit Napa..ku mau TF 10k:v",1,2025-01-25 08:42:09,-1,negative,mending pikir pikir lagi dah tranfer minim 10k sedengakn saldoku 16 500 masa adminnya lebih gede cok ngotak sikit napa ku mau tf 10k v,mending pikir pikir lagi sudah tranfer minim 10k sedengakn saldoku 16 500 masa adminnya lebih gede cok ngotak sikit kenapa ku mau tf 10k v,mending pikir pikir tranfer minim 10k sedengakn saldoku 16 500 adminnya gede cok ngotak sikit ku tf 10k v,"['mending', 'pikir', 'pikir', 'tranfer', 'minim', '10k', 'sedengakn', 'saldoku', '16', '500', 'adminnya', 'gede', 'cok', 'ngotak', 'sikit', 'ku', 'tf', '10k', 'v']","['mending', 'pikir', 'pikir', 'tranfer', 'minim', '10k', 'sedengakn', 'saldo', '16', '500', 'adminnya', 'gede', 'cok', 'ngotak', 'sikit', 'ku', 'tf', '10k', 'v']",mending pikir pikir tranfer minim sedengakn saldo adminnya gede ngotak sikit
Pengguna Google,Lancar praktis,5,2025-01-25 08:29:07,1,positive,lancar praktis,lancar praktis,lancar praktis,"['lancar', 'praktis']","['lancar', 'praktis']",lancar praktis
Pengguna Google,sangat cepat,5,2025-01-25 08:23:46,1,positive,sangat cepat,sangat cepat,cepat,['cepat'],['cepat'],cepat
Pengguna Google,Mantap,5,2025-01-25 08:22:08,1,positive,mantap,mantap,mantap,['mantap'],['mantap'],mantap
Pengguna Google,"Sangat membantu,, Kk klu bs SMS notifnya di ilangin dong.. Sebulan kadang nyampe 80rb buat bayar itu doang",5,2025-01-25 08:21:43,1,positive,sangat membantu kk klu bs sms notifnya di ilangin dong sebulan kadang nyampe 80rb buat bayar itu doang,sangat membantu kakak kalau bisa sms notifnya di ilangin dong sebulan kadang sampai 80rb buat bayar itu doang,membantu kakak sms notifnya ilangin sebulan kadang 80rb bayar doang,"['membantu', 'kakak', 'sms', 'notifnya', 'ilangin', 'sebulan', 'kadang', '80rb', 'bayar', 'doang']","['bantu', 'kakak', 'sms', 'notifnya', 'ilangin', 'bulan', 'kadang', '80rb', 'bayar', 'doang']",bantu kakak notifnya ilangin bulan kadang 80rb bayar doang
Pengguna Google,Selama saya pake brimo transaksi jadi mudah,5,2025-01-25 08:10:35,1,positive,selama saya pake brimo transaksi jadi mudah,selama saya pakai brimo transaksi jadi mudah,pakai brimo transaksi mudah,"['pakai', 'brimo', 'transaksi', 'mudah']","['pakai', 'brimo', 'transaksi', 'mudah']",pakai brimo transaksi mudah
Pengguna Google,Mudah,5,2025-01-25 08:10:12,1,positive,mudah,mudah,mudah,['mudah'],['mudah'],mudah
Pengguna Google,👌,5,2025-01-25 08:05:30,1,positive,,,,[],[],
Pengguna Google,Ini brimo kenapa ya sya bayar cicilan gagal tapi saldo tidak kembali,3,2025-01-25 08:02:18,0,neutral,ini brimo kenapa ya sya bayar cicilan gagal tapi saldo tidak kembali,ini brimo kenapa ya saya bayar cicilan gagal tapi saldo tidak kembali,brimo ya bayar cicilan gagal saldo,"['brimo', 'ya', 'bayar', 'cicilan', 'gagal', 'saldo']","['brimo', 'ya', 'bayar', 'cicil', 'gagal', 'saldo']",brimo bayar cicil gagal saldo
Pengguna Google,Akhir2 ini sering loading dan gagal kalau transaksi..tolong diperbaiki masalahnya..?,4,2025-01-25 08:01:52,1,positive,akhir2 ini sering loading dan gagal kalau transaksi tolong diperbaiki masalahnya,akhir2 ini sering loading dan gagal kalau transaksi tolong diperbaiki masalahnya,akhir2 loading gagal transaksi tolong diperbaiki,"['akhir2', 'loading', 'gagal', 'transaksi', 'tolong', 'diperbaiki']","['akhir2', 'loading', 'gagal', 'transaksi', 'tolong', 'baik']",akhir2 loading gagal transaksi tolong baik
Pengguna Google,Dalam verifikasi foto KTP biar udh tepat BINGKAI arahnya ke tempat lain😢,2,2025-01-25 08:00:19,-1,negative,dalam verifikasi foto ktp biar udh tepat bingkai arahnya ke tempat lain,dalam verifikasi foto ktp biar sudah tepat bingkai arahnya ke tempat lain,verifikasi foto ktp biar bingkai arahnya,"['verifikasi', 'foto', 'ktp', 'biar', 'bingkai', 'arahnya']","['verifikasi', 'foto', 'ktp', 'biar', 'bingkai', 'arah']",verifikasi foto biar bingkai arah
Pengguna Google,"Kebatu sekali dengan adanya brimo, tidak usah pergi antri2 lagi",5,2025-01-25 07:54:14,1,positive,kebatu sekali dengan adanya brimo tidak usah pergi antri2 lagi,kebatu sekali dengan adanya brimo tidak usah pergi antri2 lagi,kebatu brimo pergi antri2,"['kebatu', 'brimo', 'pergi', 'antri2']","['batu', 'brimo', 'pergi', 'antri2']",batu brimo pergi antri2
Pengguna Google,cukup mudah,5,2025-01-25 07:49:52,1,positive,cukup mudah,cukup mudah,mudah,['mudah'],['mudah'],mudah
Pengguna Google,Bagus Bisa digunakan dimana saja,5,2025-01-25 07:48:51,1,positive,bagus bisa digunakan dimana saja,bagus bisa digunakan dimana saja,bagus dimana,"['bagus', 'dimana']","['bagus', 'mana']",bagus mana
Pengguna Google,"Terima kasih atas inovasinya, kami merasa sangat terbantu dengan adanya aplikasi BRI mo",5,2025-01-25 07:44:14,1,positive,terima kasih atas inovasinya kami merasa sangat terbantu dengan adanya aplikasi bri mo,terima kasih atas inovasinya kami merasa sangat terbantu dengan adanya aplikasi bri mau,terima kasih inovasinya terbantu aplikasi bri,"['terima', 'kasih', 'inovasinya', 'terbantu', 'aplikasi', 'bri']","['terima', 'kasih', 'inovasi', 'bantu', 'aplikasi', 'bri']",terima kasih inovasi bantu aplikasi
Pengguna Google,Sudah puas dg pelayanannya dan cepat.,5,2025-01-25 07:39:47,1,positive,sudah puas dg pelayanannya dan cepat,sudah puas dengan pelayanannya dan cepat,puas pelayanannya cepat,"['puas', 'pelayanannya', 'cepat']","['puas', 'layan', 'cepat']",puas layan cepat
Pengguna Google,Sekarang sering ada potongan 700-1500 ntah untuk biaya apa gk ada penjelasanya.,3,2025-01-25 07:39:32,0,neutral,sekarang sering ada potongan 700 1500 ntah untuk biaya apa gk ada penjelasanya,sekarang sering ada potongan 700 1500 entah untuk biaya apa tidak ada penjelasanya,potongan 700 1500 biaya penjelasanya,"['potongan', '700', '1500', 'biaya', 'penjelasanya']","['potong', '700', '1500', 'biaya', 'jasa']",potong 1500 biaya jasa
Pengguna Google,Sangat praktis dan cepat dan tidak ribet.Hebat,5,2025-01-25 07:38:24,1,positive,sangat praktis dan cepat dan tidak ribet hebat,sangat praktis dan cepat dan tidak ribet hebat,praktis cepat ribet hebat,"['praktis', 'cepat', 'ribet', 'hebat']","['praktis', 'cepat', 'ribet', 'hebat']",praktis cepat ribet hebat
Pengguna Google,Saya merasa nyaman dengan aplikasi Brimo. Terimakasih.,5,2025-01-25 07:36:37,1,positive,saya merasa nyaman dengan aplikasi brimo terimakasih,saya merasa nyaman dengan aplikasi brimo terimakasih,nyaman aplikasi brimo terimakasih,"['nyaman', 'aplikasi', 'brimo', 'terimakasih']","['nyaman', 'aplikasi', 'brimo', 'terimakasih']",nyaman aplikasi brimo terimakasih
Pengguna Google,Sangat membantu dalam pengiriman,5,2025-01-25 07:30:54,1,positive,sangat membantu dalam pengiriman,sangat membantu dalam pengiriman,membantu pengiriman,"['membantu', 'pengiriman']","['bantu', 'kirim']",bantu kirim
Pengguna Google,"Pas hp lagi ilang tiba tiba di hp yg satu lagi ada notifikasi google klo akun di hapus dgn alasan ganti nomor handphone, waktu mau daftar ulang nmr hp gk bisa di pake lagi dgn alasan nomor handphone salah gmn ni BRIMO keamanan data nya masa iya tu pencuri bisa login di hp yg ilang, padahal udah ku reset ulang tu hp dri akun google",1,2025-01-25 07:24:44,-1,negative,pas hp lagi ilang tiba tiba di hp yg satu lagi ada notifikasi google klo akun di hapus dgn alasan ganti nomor handphone waktu mau daftar ulang nmr hp gk bisa di pake lagi dgn alasan nomor handphone salah gmn ni brimo keamanan data nya masa iya tu pencuri bisa login di hp yg ilang padahal udah ku reset ulang tu hp dri akun google,pas hp lagi hilang tiba tiba di hp yang satu lagi ada notifikasi google kalau akun di hapus dengan alasan ganti nomor handphone waktu mau daftar ulang nomor hp tidak bisa di pakai lagi dengan alasan nomor handphone salah bagaimana nih brimo keamanan data ya masa iya itu pencuri bisa login di hp yang hilang padahal sudah ku reset ulang itu hp dari akun google,pas hp hilang hp notifikasi google akun hapus alasan ganti nomor handphone daftar ulang nomor hp pakai alasan nomor handphone salah nih brimo keamanan data ya iya pencuri login hp hilang ku reset ulang hp akun google,"['pas', 'hp', 'hilang', 'hp', 'notifikasi', 'google', 'akun', 'hapus', 'alasan', 'ganti', 'nomor', 'handphone', 'daftar', 'ulang', 'nomor', 'hp', 'pakai', 'alasan', 'nomor', 'handphone', 'salah', 'nih', 'brimo', 'keamanan', 'data', 'ya', 'iya', 'pencuri', 'login', 'hp', 'hilang', 'ku', 'reset', 'ulang', 'hp', 'akun', 'google']","['pas', 'hp', 'hilang', 'hp', 'notifikasi', 'google', 'akun', 'hapus', 'alas', 'ganti', 'nomor', 'handphone', 'daftar', 'ulang', 'nomor', 'hp', 'pakai', 'alas', 'nomor', 'handphone', 'salah', 'nih', 'brimo', 'aman', 'data', 'ya', 'iya', 'curi', 'login', 'hp', 'hilang', 'ku', 'reset', 'ulang', 'hp', 'akun', 'google']",hilang notifikasi google akun hapus alas ganti nomor handphone daftar ulang nomor pakai alas nomor handphone salah brimo aman data curi login hilang reset ulang akun google
Pengguna Google,Mantap,5,2025-01-25 07:14:21,1,positive,mantap,mantap,mantap,['mantap'],['mantap'],mantap
Pengguna Google,Kode : RZPO trs min Jaringan stabil padahal,4,2025-01-25 07:03:08,1,positive,kode rzpo trs min jaringan stabil padahal,kode rzpo terus min jaringan stabil padahal,kode rzpo min jaringan stabil,"['kode', 'rzpo', 'min', 'jaringan', 'stabil']","['kode', 'rzpo', 'min', 'jaring', 'stabil']",kode rzpo jaring stabil
Pengguna Google,Membantu sekali cuma kadang kadang kalo malam suka offline,4,2025-01-25 06:57:34,1,positive,membantu sekali cuma kadang kadang kalo malam suka offline,membantu sekali cuma kadang kadang kalau malam suka offline,membantu kadang kadang malam suka offline,"['membantu', 'kadang', 'kadang', 'malam', 'suka', 'offline']","['bantu', 'kadang', 'kadang', 'malam', 'suka', 'offline']",bantu kadang kadang malam suka offline
Pengguna Google,Sangat baik,5,2025-01-25 06:56:49,1,positive,sangat baik,sangat baik,,[],[],
Pengguna Google,Mantap,5,2025-01-25 06:52:05,1,positive,mantap,mantap,mantap,['mantap'],['mantap'],mantap
Pengguna Google,Mantap dan suka deh,5,2025-01-25 06:51:44,1,positive,mantap dan suka deh,mantap dan suka deh,mantap suka deh,"['mantap', 'suka', 'deh']","['mantap', 'suka', 'deh']",mantap suka
Pengguna Google,Lebih mudah bertransaksi,5,2025-01-25 06:50:30,1,positive,lebih mudah bertransaksi,lebih mudah bertransaksi,mudah bertransaksi,"['mudah', 'bertransaksi']","['mudah', 'transaksi']",mudah transaksi
Pengguna Google,Ok,5,2025-01-25 06:48:41,1,positive,ok,ok,ok,['ok'],['ok'],
